#separator:tab
#html:true
#notetype:Basic
#deck:Databricks Learner
#columns:Front	Back	Tags
#tags column:3
A data engineer uses Auto Loader to ingest JSON files from cloud storage into a Unity Catalog Delta table. New source files sometimes contain additional columns not seen before. Which configuration correctly enables automatic schema evolution?<br><br><b>A.</b> .option(&#x27;cloudFiles.schemaEvolutionMode&#x27;, &#x27;none&#x27;).option(&#x27;cloudFiles.schemaLocation&#x27;, &#x27;/mnt/schema&#x27;)<br><b>B.</b> .option(&#x27;cloudFiles.schemaLocation&#x27;, &#x27;/mnt/schema&#x27;).option(&#x27;cloudFiles.schemaEvolutionMode&#x27;, &#x27;addNewColumns&#x27;)<br><b>C.</b> .option(&#x27;cloudFiles.inferSchema&#x27;, &#x27;true&#x27;).option(&#x27;cloudFiles.schemaEvolution&#x27;, &#x27;true&#x27;)<br><b>D.</b> .option(&#x27;cloudFiles.schemaLocation&#x27;, &#x27;/mnt/schema&#x27;)	<b>Answer: B</b><br><br>Auto Loader requires &#x27;cloudFiles.schemaLocation&#x27; (to persist the inferred schema) AND &#x27;cloudFiles.schemaEvolutionMode&#x27; set to &#x27;addNewColumns&#x27; to automatically merge new columns from incoming files. Option A disables evolution. Option C uses non-existent options. Option D stores the schema but does not configure evolution behaviour.	topic::Data_Ingestion_and_Loading subtopic::Auto_Loader source::sample
Which of the following can be used to simplify and unify siloed data architectures that are specialized for specific use cases?<br><br><b>A.</b> None of these<br><b>B.</b> Data lake<br><b>C.</b> Data warehouse<br><b>D.</b> All of these<br><b>E.</b> Data lakehouse 	<b>Answer: E</b><br><br>E. The data lakehouse combines the openness and scale of a data lake with the ACID guarantees and BI performance of a data warehouse on a single platform, eliminating the need for separate, use-case-specific systems. B (lake alone) and C (warehouse alone) are exactly the silos the question wants to consolidate. A and D are trivially wrong given E is the explicit unifying option.	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
A data engineer has a Python notebook in Databricks, but they need to use SQL to accomplish a specific task within a cell. They still want all of the other cells to use Python without making any changes to those cells.<br>Which of the following describes how the data engineer can use SQL within a cell of their Python notebook?<br><br><b>A.</b> It is not possible to use SQL in a Python notebook<br><b>B.</b> They can attach the cell to a SQL endpoint rather than a Databricks cluster<br><b>C.</b> They can simply write SQL syntax in the cell<br><b>D.</b> They can add %sql to the first line of the cell <br><b>E.</b> They can change the default language of the notebook to SQL	<b>Answer: D</b><br><br>D. Magic commands let you switch language per cell — `%sql` at the top of a cell tells Databricks to run that cell as SQL, leaving the notebook&#x27;s default language (Python) intact. A is false. B (attach cell to endpoint) is not a feature. C (just write SQL) won&#x27;t parse as Python. E (change the default) would affect all cells. [Community vote] D: 6.	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
Which of the following describes a benefit of creating an external table from Parquet rather than CSV when using a CREATE TABLE AS SELECT statement?<br><br><b>A.</b> Parquet files can be partitioned<br><b>B.</b> CREATE TABLE AS SELECT statements cannot be used on files<br><b>C.</b> Parquet files have a well-defined schema <br><b>D.</b> Parquet files have the ability to be optimized<br><b>E.</b> Parquet files will become Delta tables	<b>Answer: C</b><br><br>C. Parquet files embed their schema in the file footer, so the reader knows column names and types immediately; CSV has no schema, only a header row of strings, so types must be inferred or declared. A (partitioning) works for both formats. B is wrong — CTAS *can* be used on file paths. D (&quot;optimized&quot;) is too vague. E is wrong — Parquet doesn&#x27;t auto-convert to Delta. [Community vote] C: 17, D: 1, B: 1.	topic::Governance_and_Security subtopic::Managed_vs_external_tables source::examtopics
Which method should a Data Engineer apply to ensure Workflows are being triggered on schedule?<br><br><b>A.</b> Scheduled Workflows require an always-running cluster, which is more expensive but reduces processing latency.<br><b>B.</b> Scheduled Workflows process data as it arrives at configured sources.<br><b>C.</b> Scheduled Workflows can reduce resource consumption and expense since the cluster runs only long enough to execute the pipeline. <br><b>D.</b> Scheduled Workflows run continuously until manually stopped.	<b>Answer: C</b><br><br>⚠️ The question is poorly worded — it asks for a &quot;method&quot; but each option describes a property of scheduled workflows, not an action to take. C is the stated (and only factually correct) option: a scheduled job spins its cluster up for the run and tears it down afterward, reducing cost compared with continuously running compute. A is wrong — scheduled workflows do NOT require an always-on cluster. B describes file-arrival / data-driven triggers, not time-based schedules. D describes continuous mode, not scheduled mode.	topic::Working_with_Lakeflow_Jobs subtopic::Task_configuration_and_dependencies source::examtopics
A data engineer needs to access the view created by the sales team, using a shared cluster. The data engineer has been provided usage permissions on the catalog and schema. In order to access the view created by sales team.<br>What are the minimum permissions the data engineer would require in addition?<br><br><b>A.</b> Needs SELECT permission on the VIEW and the underlying TABLE.<br><b>B.</b> Needs SELECT permission only on the VIEW <br><b>C.</b> Needs ALL PRIVILEGES on the VIEW<br><b>D.</b> Needs ALL PRIVILEGES at the SCHEMA level	<b>Answer: B</b><br><br>B. In Unity Catalog, view permissions are decoupled from the underlying tables: if you have `SELECT` on the view (plus `USE CATALOG`/`USE SCHEMA`, which the question states are already granted), Databricks reads the underlying tables on your behalf using the *view owner&#x27;s* privileges. You do **not** need SELECT on the underlying table. A reflects the legacy `hive_metastore` model, where the reader needed access to both. C and D grant far more than the minimum.<br><br>[Community vote] B: 13 (top, matches stated), A: 9. The A votes are people remembering the legacy Hive metastore behaviour — Unity Catalog changed this, which is a frequent exam catch.	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
Identify the impact of ON VIOLATION DROP ROW and ON VIOLATION FAIL UPDATE for a constraint violation.<br>A data engineer has created an ETL pipeline using Delta Live table to manage their company travel reimbursement detail, they want to ensure that the if the location details has not been provided by the employee, the pipeline needs to be terminated.<br>How can the scenario be implemented?<br><br><b>A.</b> CONSTRAINT valid_location EXPECT (location = NULL)<br><b>B.</b> CONSTRAINT valid_location EXPECT (location != NULL) ON VIOLATION FAIL UPDATE <br><b>C.</b> CONSTRAINT valid_location EXPECT (location != NULL) ON DROP ROW<br><b>D.</b> CONSTRAINT valid_location EXPECT (location != NULL) ON VIOLATION FAIL	<b>Answer: B</b><br><br>B. To make a DLT pipeline **terminate** when an expectation is violated, use `ON VIOLATION FAIL UPDATE` — this stops the update and surfaces the error. A is wrong on two counts (it checks `location = NULL`, which is always false in SQL; you need `IS NULL` / `IS NOT NULL`, and it has no action clause). C uses invalid syntax (`ON DROP ROW` instead of `ON VIOLATION DROP ROW`), and DROP ROW wouldn&#x27;t stop the pipeline anyway. D omits the required `UPDATE` keyword. [Community vote] B: 8, D: 2.	topic::Data_Transformation_and_Modeling subtopic::Gold_layer_objects source::examtopics
Identify a scenario to use an external table.<br>A Data Engineer needs to create a parquet bronze table and wants to ensure that it gets stored in a specific path in an external location.<br>Which table can be created in this scenario?<br><br><b>A.</b> An external table where the location is pointing to specific path in external location. <br><b>B.</b> An external table where the schema has managed location pointing to specific path in external location.<br><b>C.</b> A managed table where the catalog has managed location pointing to specific path in external location.<br><b>D.</b> A managed table where the location is pointing to specific path in external location.	<b>Answer: A</b><br><br>A. To control exactly where data files live, you use an **external table** with an explicit `LOCATION` clause pointing at the path. B describes a schema-level managed location (which would make new tables there *managed*, not external). C and D are both managed tables — managed tables in Unity Catalog are stored at the catalog/schema&#x27;s managed location and don&#x27;t accept a per-table `LOCATION`. [Community vote] A: 5.	topic::Governance_and_Security subtopic::Managed_vs_external_tables source::examtopics
Data engineer and data analysts are working together on a data pipeline. The data engineer is working on the raw, bronze, and silver layers of the pipeline using Python, and the data analyst is working on the gold layer of the pipeline using SQL. The raw source of the pipeline is a streaming input. They now want to migrate their pipeline to use Delta Live Tables.<br>Which of the following changes will need to be made to the pipeline when migrating to Delta Live Tables?<br><br><b>A.</b> The pipeline can have different notebook sources in SQL &amp; Python <br><b>B.</b> The pipeline will need to be written entirely in SQL<br><b>C.</b> The pipeline will need to use a batch source in place of a streaming source<br><b>D.</b> The pipeline will need to be written entirely in Python	<b>Answer: A</b><br><br>A. A single DLT pipeline can include multiple notebooks in different languages (Python + SQL), so the engineer and analyst can keep their respective languages. B and D incorrectly force a single language. C is wrong — DLT supports streaming sources natively (STREAMING LIVE TABLE / `dlt.read_stream`). [Community vote] A: 8, C: 1.	topic::Data_Transformation_and_Modeling subtopic::Gold_layer_objects source::examtopics
What can be used to simplify and unify siloed data architectures that are specialized for specific use cases?<br><br><b>A.</b> Delta Lake<br><b>B.</b> Data lake<br><b>C.</b> Data warehouse<br><b>D.</b> Data lakehouse 	<b>Answer: D</b><br><br>D. The **data lakehouse** is the architectural pattern that unifies the data warehouse (BI / SQL / governed tables) and the data lake (raw / unstructured / ML) into one platform — exactly the &quot;simplify siloed architectures&quot; framing. A (Delta Lake) is the underlying *storage* technology. B (data lake) and C (data warehouse) are each one of the silos, not the unification. [Community vote] D: 6.	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
In a healthcare provider organization using Delta Lake to store electronic health records (EHRs), a data analyst needs to analyze a snapshot of the patient_records table from two weeks ago before some recent data corrections were applied.<br>What approach should the Data Engineer take to allow the analyst to query that specific prior version?<br><br><b>A.</b> Truncate the table to remove all data, then reload the data from two weeks ago into the truncated table for the analyst to query.<br><b>B.</b> Identify the version number corresponding to two weeks ago from the Delta transaction log, share that version number with the analyst to query using VERSION AS OF syntax, or export that version to a new Delta table for the analyst to query. <br><b>C.</b> Restore the table to the version from two weeks ago using the RESTORE command, and have the analyst query the restored table.<br><b>D.</b> Use the VACUUM command to remove all versions of the table older than two weeks, then the analyst can query the remaining version.	<b>Answer: B</b><br><br>B. Delta time travel lets you query a previous version with `SELECT ... VERSION AS OF n` or `TIMESTAMP AS OF &#x27;…&#x27;` — you can identify the version via `DESCRIBE HISTORY` and either share that with the analyst or `CLONE` it into a new table. A (truncate + reload) is destructive and unnecessary. C (RESTORE) rolls the *live* table back, affecting everyone. D (VACUUM) permanently deletes old versions — exactly the wrong move. [Community vote] B: 4.	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
A Delta Live Table pipeline includes two datasets defined using STREAMING LIVE TABLE. Three datasets are defined against Delta Lake table sources using LIVE TABLE.<br>The table is configured to run in Development mode using the Continuous Pipeline Mode.<br>Assuming previously unprocessed data exists and all definitions are valid, what is the expected outcome after clicking Start to update the pipeline?<br><br><b>A.</b> All datasets will be updated once and the pipeline will shut down. The compute resources will be terminated.<br><b>B.</b> All datasets will be updated at set intervals until the pipeline is shut down. The compute resources will persist until the pipeline is shut down.<br><b>C.</b> All datasets will be updated once and the pipeline will persist without any processing. The compute resources will persist but go unused.<br><b>D.</b> All datasets will be updated once and the pipeline will shut down. The compute resources will persist to allow for additional testing.<br><b>E.</b> All datasets will be updated at set intervals until the pipeline is shut down. The compute resources will persist to allow for additional testing. 	<b>Answer: E</b><br><br>E. Two flags interact here:<br>- **Continuous pipeline mode** → updates keep running at intervals; the pipeline does not shut down on its own → rules out A, C, D.<br>- **Development mode** → compute is kept up between runs/iterations to avoid waiting for cluster startup, specifically *to allow for additional testing* → this is the distinguishing phrase in E.<br><br>B is close but generic (&quot;persist until pipeline shut down&quot;) and doesn&#x27;t capture the Development-mode behaviour. A, C, D all wrongly say the pipeline ends after one update.<br><br>[Community vote] E: 13 (top, matches stated), B: 5, D: 1. B is the strongest distractor because in Production mode it would be correct — the question hinges on noticing the Development flag.	topic::Data_Transformation_and_Modeling subtopic::Gold_layer_objects source::examtopics
Identify how the count_if function and the count where x is null can be used<br>Consider a table random_values with below data.<br>What would be the output of below query?<br>select count_if(col &gt; 1) as count_a. count(*) as count_b.count(col1) as count_c from random_values col1<br>0<br>1<br>2<br>NULL -<br>2<br>3<br><br><b>A.</b> 3 6 5 <br><b>B.</b> 4 6 5<br><b>C.</b> 3 6 6<br><b>D.</b> 4 6 6	<b>Answer: A</b><br><br>A (3, 6, 5). With column values 0, 1, 2, NULL, 2, 3:<br>- `count_if(col1 &gt; 1)` = count of rows where the predicate is TRUE = three rows (values 2, 2, 3). NULL &gt; 1 is NULL (not TRUE), so it isn&#x27;t counted. → 3<br>- `count(*)` = all rows including NULL = 6<br>- `count(col1)` = non-NULL values = 5<br><br>B and D wrongly count NULL in `count_if` (NULL comparisons never evaluate TRUE). C wrongly says `count(col1)` includes NULL (it doesn&#x27;t — `count(col)` excludes NULL; only `count(*)` includes them). [Community vote] A: 17.	topic::Data_Transformation_and_Modeling subtopic::Deduplication_and_aggregation source::examtopics
Differentiate between all-purpose clusters and jobs clusters.<br>A data engineering team has created a python notebook to load data from cloud storage, this job has been tested and now needs to be scheduled in production.<br>Which would be the best cluster to be used in this case?<br><br><b>A.</b> All purpose cluster<br><b>B.</b> Any Unity Catalog-enabled cluster<br><b>C.</b> Jobs Cluster <br><b>D.</b> Serverless SQL warehouse	<b>Answer: C</b><br><br>C. **Jobs clusters** are created at job-start, terminated at job-end, and are the recommended (cheaper, isolated) compute for scheduled production workloads. A (All-purpose cluster) is intended for interactive notebook development — keeping one running for scheduled jobs is wasteful and exposes the job to shared-state issues. B (&quot;any UC-enabled cluster&quot;) is too vague — a UC-enabled all-purpose cluster is still the wrong fit. D (Serverless SQL warehouse) is for SQL workloads, not Python notebooks.<br><br>[Community vote] C: 4 (top, matches stated), A: 2.	topic::Working_with_Lakeflow_Jobs subtopic::Task_configuration_and_dependencies source::examtopics
A dataset has been defined using Delta Live Tables and includes an expectations clause:<br>CONSTRAINT valid_timestamp EXPECT (timestamp &gt; &#x27;2020-01-01&#x27;) ON VIOLATION FAIL UPDATE<br>What is the expected behavior when a batch of data containing data that violates these constraints is processed?<br><br><b>A.</b> Records that violate the expectation are dropped from the target dataset and recorded as invalid in the event log.<br><b>B.</b> Records that violate the expectation cause the job to fail. <br><b>C.</b> Records that violate the expectation are dropped from the target dataset and loaded into a quarantine table.<br><b>D.</b> Records that violate the expectation are added to the target dataset and recorded as invalid in the event log.<br><b>E.</b> Records that violate the expectation are added to the target dataset and flagged as invalid in a field added to the target dataset.	<b>Answer: B</b><br><br>B. `ON VIOLATION FAIL UPDATE` causes the DLT update to fail when any row violates the expectation — the pipeline run aborts. A and C describe DROP ROW behaviour. D describes the default (no `ON VIOLATION` clause) where rows are kept and flagged in the event log. E (extra column in target) is not a DLT behaviour. [Community vote] B: 5.	topic::Data_Transformation_and_Modeling subtopic::Gold_layer_objects source::examtopics
A data engineering team has noticed that their Databricks SQL queries are running too slowly when they are submitted to a non-running SQL endpoint. The data engineering team wants this issue to be resolved.<br>Which of the following approaches can the team use to reduce the time it takes to return results in this scenario?<br><br><b>A.</b> They can turn on the Serverless feature for the SQL endpoint and change the Spot Instance Policy to &quot;Reliability Optimized.&quot;<br><b>B.</b> They can turn on the Auto Stop feature for the SQL endpoint.<br><b>C.</b> They can increase the cluster size of the SQL endpoint.<br><b>D.</b> They can turn on the Serverless feature for the SQL endpoint. <br><b>E.</b> They can increase the maximum bound of the SQL endpoint&#x27;s scaling range.	<b>Answer: D</b><br><br>D. The pain point is cold-start latency on a stopped classic SQL warehouse, which can take minutes to spin up. Serverless SQL warehouses start in seconds because Databricks maintains a warm pool — this is the documented fix for &quot;queries to a non-running endpoint are slow.&quot; A bundles serverless with an unrelated spot-instance setting and over-specifies the fix. B (Auto Stop) makes the cold-start problem worse, not better. C and E (cluster size, scaling range) only improve performance once the warehouse is already running.	topic::Troubleshooting_Monitoring_and_Optimization subtopic::Job_performance_monitoring source::examtopics
A new data engineering team team has been assigned to an ELT project. The new data engineering team will need full privileges on the table sales to fully manage the project.<br>Which command can be used to grant full permissions on the database to the new data engineering team?<br><br><b>A.</b> GRANT ALL PRIVILEGES ON TABLE sales TO team; <br><b>B.</b> GRANT SELECT CREATE MODIFY ON TABLE sales TO team;<br><b>C.</b> GRANT SELECT ON TABLE sales TO team;<br><b>D.</b> GRANT ALL PRIVILEGES ON TABLE team TO sales;	<b>Answer: A</b><br><br>A. `GRANT ALL PRIVILEGES ON TABLE sales TO team` is the correct syntax to give full table privileges. B uses an invented `SELECT CREATE MODIFY` syntax (you&#x27;d grant each separately, and CREATE isn&#x27;t a table-level privilege). C grants only SELECT. D has the principal and object swapped (`TO sales`). [Community vote] A: 2.	topic::Governance_and_Security subtopic::Access_controls_GRANT_REVOKE_DENY source::examtopics
A new data engineering team has been assigned to work on a project. The team will need access to database customers in order to see what tables already exist. The team has its own group team.<br>Which command can be used to grant the necessary permission on the entire database to the new team?<br><br><b>A.</b> GRANT VIEW ON CATALOG customers TO team;<br><b>B.</b> GRANT CREATE ON DATABASE customers TO team;<br><b>C.</b> GRANT USAGE ON CATALOG team TO customers;<br><b>D.</b> GRANT USAGE ON DATABASE customers TO team; 	<b>Answer: D</b><br><br>D. `GRANT USAGE ON DATABASE customers TO team` gives the group the minimum right to list and reference objects inside that database (legacy hive-metastore syntax; under Unity Catalog the equivalent is `GRANT USE SCHEMA`). A targets a non-existent CATALOG named `customers` and &quot;VIEW&quot; is not a privilege. B grants CREATE, which exceeds least privilege (the team just needs to see existing tables). C swaps the operands — it would grant USAGE on a catalog `team` to a principal `customers`.	topic::Governance_and_Security subtopic::Access_controls_GRANT_REVOKE_DENY source::examtopics
A data engineer wants to schedule their Databricks SQL dashboard to refresh once per day, but they only want the associated SQL endpoint to be running when it is necessary.<br>Which approach can the data engineer use to minimize the total running time of the SQL endpoint used in the refresh schedule of their dashboard?<br><br><b>A.</b> They can ensure the dashboard’s SQL endpoint matches each of the queries’ SQL endpoints.<br><b>B.</b> They can set up the dashboard’s SQL endpoint to be serverless.<br><b>C.</b> They can turn on the Auto Stop feature for the SQL endpoint. <br><b>D.</b> They can ensure the dashboard’s SQL endpoint is not one of the included query’s SQL endpoint.	<b>Answer: C</b><br><br>C. **Auto Stop** terminates the SQL warehouse after a configurable idle period — so once the daily refresh finishes, the warehouse shuts itself down and you&#x27;re not billed for idle time. A (matching endpoints) doesn&#x27;t reduce running time. B (serverless) reduces *startup* time but the warehouse still runs while queries run; you still need an idle-shutdown to minimise total runtime. D doesn&#x27;t address running time. [Community vote] C: 2.	topic::Troubleshooting_Monitoring_and_Optimization subtopic::Job_performance_monitoring source::examtopics
Which data lakehouse feature results in improved data quality over a traditional data lake?<br><br><b>A.</b> A data lakehouse stores data in open formats.<br><b>B.</b> A data lakehouse allows the use of SQL queries to examine data.<br><b>C.</b> A data lakehouse provides storage solutions for structured and unstructured data.<br><b>D.</b> A data lakehouse supports ACID-compliant transactions. 	<b>Answer: D</b><br><br>D. **ACID-compliant transactions** are the lakehouse feature that prevents partial writes, dirty reads, and concurrent-write corruption — directly improving data quality versus a plain data lake (where parquet/CSV files can be half-written or inconsistent). A (open formats), B (SQL access), and C (structured + unstructured storage) are real lakehouse benefits but are about *flexibility*, not *quality*. [Community vote] D: 4.	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
In which scenario will a data team want to utilize cluster pools?<br><br><b>A.</b> An automated report needs to be version-controlled across multiple collaborators.<br><b>B.</b> An automated report needs to be runnable by all stakeholders.<br><b>C.</b> An automated report needs to be refreshed as quickly as possible. <br><b>D.</b> An automated report needs to be made reproducible.	<b>Answer: C</b><br><br>C. **Cluster pools** keep idle, pre-warmed VM instances ready, so when a job acquires a cluster it skips the multi-minute VM-provisioning wait — directly minimising refresh latency. A (version control) belongs to Git/Repos. B (runnable by all) is a permissions concern. D (reproducibility) is a notebook/config concern. [Community vote] C: 2.	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
What is hosted completely in the control plane of the classic Databricks architecture?<br><br><b>A.</b> Worker node<br><b>B.</b> Databricks web application <br><b>C.</b> Driver node<br><b>D.</b> Databricks Filesystem	<b>Answer: B</b><br><br>B. The **Databricks web application** lives entirely in the control plane (Databricks-managed account). A (Worker node) and C (Driver node) are compute and run in the customer&#x27;s data plane. D (DBFS / data storage) is in the customer&#x27;s cloud account. [Community vote] B: 4.	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
A data engineer needs to determine whether to use the built-in Databricks Notebooks versioning or version their project using Databricks Repos.<br>What is an advantage of using Databricks Repos over the Databricks Notebooks versioning?<br><br><b>A.</b> Databricks Repos allows users to revert to previous versions of a notebook<br><b>B.</b> Databricks Repos is wholly housed within the Databricks Data Intelligence Platform<br><b>C.</b> Databricks Repos provides the ability to comment on specific changes<br><b>D.</b> Databricks Repos supports the use of multiple branches 	<b>Answer: D</b><br><br>D. Databricks Repos integrates with a remote Git provider and supports the full **branching** workflow (feature branches, PRs, merges), while the built-in notebook history is a single linear timeline. A is wrong — notebook versioning *also* lets you revert. B is wrong — both live within Databricks (Repos additionally syncs to a Git provider). C — neither tool offers per-change in-line comments natively. [Community vote] D: 2.	topic::Implementing_CI_CD subtopic::Databricks_Repos_and_Git_integration source::examtopics
What is a benefit of the Databricks Lakehouse Architecture embracing open source technologies?<br><br><b>A.</b> Avoiding vendor lock-in <br><b>B.</b> Simplified governance<br><b>C.</b> Ability to scale workloads<br><b>D.</b> Cloud-specific integrations	<b>Answer: A</b><br><br>A. Because the lakehouse uses open formats (Delta/Parquet) and open APIs, customers can read and write the same data from non-Databricks tools — preventing **vendor lock-in**. B (governance) is a Unity Catalog feature, not specifically an open-source benefit. C (workload scale) comes from Spark/cloud scaling. D (cloud-specific integrations) is the opposite of what open source provides. [Community vote] A: 3.	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
A data engineer needs to use a Delta table as part of a data pipeline, but they do not know if they have the appropriate permissions.<br>In which location can the data engineer review their permissions on the table?<br><br><b>A.</b> Jobs<br><b>B.</b> Dashboards<br><b>C.</b> Catalog Explorer <br><b>D.</b> Repos	<b>Answer: C</b><br><br>C. **Catalog Explorer** is where you browse Unity Catalog objects (catalogs, schemas, tables) and view the Permissions tab showing your effective privileges on each object. A (Jobs) is workflow scheduling. B (Dashboards) is for visualisation. D (Repos) is for code/version control. [Community vote] C: 2.	topic::Databricks_Intelligence_Platform subtopic::Delta_Lake source::examtopics
Which file format is used for storing Delta Lake Table?<br><br><b>A.</b> CSV<br><b>B.</b> Parquet<br><b>C.</b> JSON<br><b>D.</b> Delta	<b>Answer: B</b><br><br>B. A Delta table is stored as **Parquet** data files plus a transaction log (the `_delta_log` directory with JSON/Checkpoint files). Delta isn&#x27;t itself a file format — it&#x27;s a table format built on top of Parquet. A (CSV) and C (JSON) are unrelated formats. [Community vote] B: 2.	topic::Databricks_Intelligence_Platform subtopic::Delta_Lake source::examtopics
A data engineer has been given a new record of data:<br>id STRING = &#x27;a1&#x27;<br>rank INTEGER = 6<br>rating FLOAT = 9.4<br>Which SQL commands can be used to append the new record to an existing Delta table my_table?<br><br><b>A.</b> INSERT INTO my_table VALUES (&#x27;a1&#x27;, 6, 9.4)<br><b>B.</b> INSERT VALUES (&#x27;a1&#x27;, 6, 9.4) INTO my_table<br><b>C.</b> UPDATE my_table VALUES (&#x27;a1&#x27;, 6, 9.4)<br><b>D.</b> UPDATE VALUES (&#x27;a1&#x27;, 6, 9.4) my_table	<b>Answer: A</b><br><br>A. The standard SQL syntax for appending a row is `INSERT INTO &lt;table&gt; VALUES (...)`. B reverses the keyword order. C and D use `UPDATE`, which modifies existing rows and requires a `SET ... WHERE` clause — it does not insert new rows. [Community vote] (no community votes captured.)	topic::Databricks_Intelligence_Platform subtopic::Delta_Lake source::examtopics
A data engineer has realized that the data files associated with a Delta table are incredibly small. They want to compact the small files to form larger files to improve performance.<br>Which keyword can be used to compact the small files?<br><br><b>A.</b> OPTIMIZE<br><b>B.</b> VACUUM<br><b>C.</b> COMPACTION<br><b>D.</b> REPARTITION	<b>Answer: A</b><br><br>A. **OPTIMIZE** is the Delta Lake command that bin-packs small files into larger ones to reduce read overhead. B (VACUUM) removes files no longer referenced by the transaction log (it doesn&#x27;t compact). C (COMPACTION) is not a Delta keyword. D (REPARTITION) is a DataFrame operation that changes in-memory partition count, not a Delta file-compaction command. [Community vote] A: 1.	topic::Databricks_Intelligence_Platform subtopic::Delta_Lake source::examtopics
Which command can be used to write data into a Delta table while avoiding the writing of duplicate records?<br><br><b>A.</b> DROP<br><b>B.</b> INSERT<br><b>C.</b> MERGE <br><b>D.</b> APPEND	<b>Answer: C</b><br><br>C. **MERGE** (upsert) matches incoming rows to existing rows on a key; `WHEN MATCHED` updates and `WHEN NOT MATCHED INSERT` writes only new rows — so duplicates can&#x27;t be written. A (DROP) deletes the table. B (INSERT) blindly appends and would create duplicates. D (APPEND) isn&#x27;t a SQL keyword (it&#x27;s a DataFrame save mode that also doesn&#x27;t deduplicate). [Community vote] C: 1.	topic::Databricks_Intelligence_Platform subtopic::Delta_Lake source::examtopics
A data engineer has created a new database using the following command:<br>CREATE DATABASE IF NOT EXISTS customer360;<br>In which location will the customer360 database be located?<br><br><b>A.</b> dbfs:/user/hive/database/customer360<br><b>B.</b> dbfs:/user/hive/warehouse <br><b>C.</b> dbfs:/user/hive/customer360<br><b>D.</b> dbfs:/user/hive/database	<b>Answer: B</b><br><br>B. With no `LOCATION` specified, a Hive-metastore database is created under the default warehouse path, which on Databricks is `dbfs:/user/hive/warehouse` — the new database becomes a subdirectory (`customer360.db`) of that path. A, C, and D are not the actual default warehouse path. [Community vote] B: 3.	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
A data engineer is attempting to drop a Spark SQL table my_table and runs the following command:<br>DROP TABLE IF EXISTS my_table;<br>After running this command, the engineer notices that the data files and metadata files have been deleted from the file system.<br>What is the reason behind the deletion of all these files?<br><br><b>A.</b> The table was managed <br><b>B.</b> The table&#x27;s data was smaller than 10 GB<br><b>C.</b> The table did not have a location<br><b>D.</b> The table was external	<b>Answer: A</b><br><br>A. For **managed** tables, the metastore controls both the metadata AND the underlying data files — DROP TABLE deletes both. B (size) is irrelevant. C (no location) — managed tables by definition have no user-specified location, but that&#x27;s *why* they&#x27;re managed, not the explanation for file deletion. D is the opposite — external table DROP only removes metadata and leaves files intact. [Community vote] A: 16.	topic::Data_Transformation_and_Modeling subtopic::Data_cleaning_with_PySpark_SQL source::examtopics
What is a benefit of creating an external table from Parquet rather than CSV when using a CREATE TABLE AS SELECT statement?<br><br><b>A.</b> Parquet files can be partitioned<br><b>B.</b> Parquet files will become Delta tables<br><b>C.</b> Parquet files have a well-defined schema <br><b>D.</b> Parquet files have the ability to be optimized	<b>Answer: C</b><br><br>C. Parquet embeds the schema (column names + types) in the file footer, so the CTAS reader knows types immediately; CSV is just strings with no schema. A (partitioning) works for both formats. B is false — a Parquet file does not auto-convert to Delta. D (&quot;can be optimized&quot;) is too vague to be the distinguishing benefit. [Community vote] C: 6.	topic::Governance_and_Security subtopic::Managed_vs_external_tables source::examtopics
Which SQL keyword can be used to convert a table from a long format to a wide format?<br><br><b>A.</b> TRANSFORM<br><b>B.</b> PIVOT<br><b>C.</b> SUM<br><b>D.</b> CONVERT	<b>Answer: B</b><br><br>B. **PIVOT** rotates rows of a column into columns (long → wide). A (TRANSFORM) applies a function to elements, not for reshape. C (SUM) is aggregation. D (CONVERT) is type casting in other SQL dialects, not a reshape keyword. [Community vote] (no community votes captured.)	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
